Pump_ID,Temperature,Vibration,Pressure,Flow_Rate,RPM,Operational_Hours,Maintenance_Flag,Failure_Flag
2,109.84,1.807,225.19,9.819,1931,30129.9,0,0
2,110.5,1.825,225.19,9.819,1931,30150.1,0,0
2,107.16,1.755,235.32,10.3,1906,30170.4,0,0
2,103.76,1.687,224.73,10.413,1931,30190.6,0,0
2,104.33,1.62,234.84,9.903,1956,30210.8,0,0
2,104.83,1.553,224.28,10.388,1981,30231.0,0,0
2,105.26,1.636,234.37,9.879,2006,30251.2,0,0
2,105.58,1.719,223.82,9.395,1981,30271.5,0,0
2,109.91,1.802,213.75,8.935,1956,30291.7,0,0
2,110.01,1.885,223.37,9.373,1931,30311.9,0,0
2,109.97,1.967,233.42,8.913,1906,30332.1,0,0
2,109.81,1.984,222.92,9.35,1881,30352.3,0,0
2,109.52,1.874,232.95,9.808,1906,30372.6,0,0
2,109.12,1.767,222.46,9.939,1881,30392.8,0,0
2,108.63,1.694,232.48,9.452,1856,30413.0,0,0
2,108.06,1.596,242.94,9.915,1881,30433.2,0,0
2,103.42,1.657,232.0,9.429,1856,30453.5,0,0
2,102.8,1.723,242.44,9.891,1881,30473.7,0,0
2,102.18,1.794,231.53,10.376,1906,30493.9,0,0
2,101.59,1.873,221.12,10.884,1931,30514.1,0,0
2,101.04,1.78,211.17,11.417,1956,30534.3,0,0
2,100.57,1.867,220.67,10.858,1931,30554.6,0,0
2,96.29,1.964,230.6,11.39,1906,30574.8,0,0
2,99.91,2.071,224.95,10.832,1881,30595.0,0,0
2,103.64,2.187,214.82,10.301,1856,30615.2,0,0
2,103.61,2.101,224.49,9.796,1881,30635.4,0,0
2,103.7,2.224,214.39,9.316,1906,30655.7,0,0
2,103.93,2.355,224.04,8.86,1881,30675.9,0,0
2,104.27,2.491,213.96,8.426,1856,30696.1,0,0
2,104.71,2.392,223.58,8.838,1881,30716.3,0,0
2,105.24,2.292,213.52,8.405,1906,30736.6,0,0
2,105.83,2.414,203.91,8.817,1881,30756.8,0,0
2,102.48,2.536,213.09,8.385,1906,30777.0,0,0
2,99.09,2.414,222.68,8.796,1881,30797.2,0,0
2,99.68,2.524,212.66,8.365,1856,30817.4,0,0
2,100.23,2.392,203.09,8.775,1831,30837.7,0,0
2,100.72,2.49,212.15,9.205,1856,30857.9,0,0
2,101.14,2.588,221.7,8.754,1881,30878.1,0,0
2,101.46,2.687,211.72,9.183,1906,30898.3,0,0
2,101.67,2.787,202.2,8.733,1931,30918.5,0,0
2,101.77,2.627,211.29,8.305,1906,30938.8,0,0
2,101.74,2.728,220.8,7.898,1881,30959.0,0,0
2,97.48,2.836,230.74,8.285,1906,30979.2,0,0
2,97.23,2.684,241.12,8.691,1931,30999.4,0,0
2,96.89,2.546,230.27,9.117,1906,31019.7,0,0
2,96.46,2.476,219.91,9.564,1881,31039.9,0,0
2,95.96,2.598,228.8,9.095,1879,31060.1,0,0
2,95.41,2.648,218.5,8.649,1854,31080.3,0,0
2,94.84,2.537,228.34,9.073,1829,31100.5,0,0
2,94.27,2.435,218.06,8.629,1854,31120.8,0,0
2,89.77,2.576,208.25,8.206,1879,31141.0,0,0
2,89.28,2.726,198.88,8.608,1904,31161.2,0,0
2,88.86,2.622,207.83,8.773,1929,31181.4,0,0
2,88.52,2.519,209.66,8.343,1904,31201.6,0,0
2,88.27,2.662,213.21,7.934,1929,31221.9,0,0
2,88.12,2.808,203.62,7.545,1904,31242.1,0,0
2,91.96,2.685,194.45,7.176,1929,31262.3,0,0
2,95.92,2.82,185.7,6.824,1904,31282.5,0,0
2,92.23,2.684,193.48,7.158,1916,31302.8,0,0
2,96.43,2.548,188.61,7.509,1891,31323.0,0,0
2,96.84,2.657,197.1,7.141,1866,31343.2,0,0
2,97.32,2.512,188.23,7.479,1841,31363.4,0,0
2,97.87,2.371,196.7,7.845,1866,31383.6,0,0
2,98.45,2.236,204.99,7.461,1891,31403.9,0,0
2,99.05,2.32,212.04,7.826,1916,31424.1,0,0
2,99.64,2.407,202.5,8.21,1891,31444.3,0,0
2,100.19,2.5,211.61,8.612,1866,31464.5,0,0
2,100.69,2.6,202.09,9.034,1891,31484.7,0,0
2,101.11,2.461,192.99,8.591,1916,31505.0,0,0
2,101.44,2.57,201.68,8.17,1941,31525.2,0,0
2,101.66,2.691,210.75,8.571,1916,31545.4,0,0
2,101.76,2.826,201.27,8.151,1891,31565.6,0,0
2,97.63,2.702,210.33,8.55,1866,31585.8,0,0
2,101.61,2.85,200.86,8.969,1891,31606.1,0,0
2,101.36,2.874,200.86,8.969,1891,31626.3,0,0
2,101.01,2.901,200.86,8.969,1891,31646.5,0,0
2,100.56,2.93,200.86,8.969,1891,31666.7,0,0
2,100.05,2.96,200.86,8.969,1891,31687.0,0,0
2,99.48,2.987,200.86,8.969,1891,31707.2,0,0
2,98.89,3.011,200.86,8.969,1891,31727.4,0,0
2,98.29,3.03,200.86,8.969,1891,31747.6,0,0
2,97.71,3.043,200.86,8.969,1891,31767.8,0,0
2,97.18,3.194,209.9,9.409,1916,31788.1,0,0
2,96.72,3.039,200.45,9.87,1891,31808.3,0,0
2,96.34,2.885,191.43,9.386,1866,31828.5,0,0
2,96.06,2.813,200.05,8.926,1891,31848.7,0,0
2,99.77,2.927,191.05,9.263,1866,31868.9,0,0
2,99.72,2.762,199.64,9.717,1891,31889.2,0,0
2,99.8,2.818,208.63,10.193,1916,31909.4,0,0
2,100.0,2.655,218.01,9.694,1896,31929.6,0,0
2,100.31,2.503,208.2,9.219,1871,31949.8,0,0
2,100.72,2.6,198.83,8.767,1846,31970.1,0,0
2,101.22,2.457,207.78,9.196,1868,31990.3,0,0
2,101.79,2.561,198.43,9.647,1893,32010.5,0,0
2,98.41,2.431,207.36,10.12,1918,32030.7,0,0
2,103.01,2.546,198.03,9.624,1943,32050.9,0,0
2,103.63,2.552,198.03,9.624,1943,32071.2,0,0
2,104.21,2.564,198.03,9.624,1943,32091.4,0,0
2,104.73,2.581,198.03,9.624,1943,32111.6,0,0
2,105.18,2.603,198.03,9.624,1943,32131.8,0,0
2,105.52,2.628,198.03,9.624,1943,32152.0,0,0
2,105.76,2.655,198.03,9.624,1943,32172.3,0,0
2,105.88,2.681,198.03,9.624,1943,32192.5,0,0
2,105.87,2.706,198.03,9.624,1943,32212.7,0,0
2,102.97,2.858,189.12,9.275,1968,32232.9,0,0
2,98.62,3.013,197.63,9.73,1943,32253.2,0,0
2,102.37,2.879,188.74,9.253,1968,32273.4,0,0
2,101.93,2.745,191.66,8.8,1943,32293.6,0,0
2,101.41,2.611,183.04,8.368,1968,32313.8,0,0
2,100.84,2.559,174.8,8.506,1993,32334.0,0,0
2,100.24,2.423,166.93,8.089,1968,32354.3,0,0
2,99.63,2.52,174.44,7.904,1993,32374.5,0,0
2,99.05,2.44,182.29,7.516,2018,32394.7,0,0
2,98.5,2.532,190.5,7.885,1993,32414.9,0,0
2,94.11,2.627,181.93,7.498,1968,32435.1,0,0
2,93.74,2.727,190.11,7.131,1993,32455.4,0,0
2,93.46,2.573,198.67,6.782,1968,32475.6,0,0
2,93.29,2.677,189.73,6.449,1943,32495.8,0,0
2,93.23,2.536,185.93,6.765,1918,32516.0,0,0
2,93.29,2.408,187.94,6.434,1943,32536.3,0,0
2,93.47,2.292,196.39,6.749,1968,32556.5,0,0
2,93.75,2.408,205.23,7.08,1993,32576.7,0,0
2,94.13,2.536,196.0,6.733,1968,32596.9,0,0
2,98.53,2.432,204.82,7.063,1943,32617.1,0,0
2,99.08,2.335,214.03,7.409,1968,32637.4,0,0
2,99.67,2.245,223.66,7.772,1974,32657.6,0,0
2,100.27,2.159,213.6,7.391,1949,32677.8,0,0
2,100.87,2.075,203.99,7.029,1924,32698.0,0,0
2,101.44,2.195,213.17,7.373,1899,32718.2,0,0
2,97.88,2.105,203.57,7.012,1924,32738.5,0,0
2,88.47,1.553,194.41,7.356,1899,32758.7,1,0
2,98.63,2.226,194.41,7.356,1899,32778.9,0,0
2,98.86,2.229,194.41,7.356,1899,32799.1,0,0
2,98.98,2.226,194.41,7.356,1899,32819.4,0,0
2,98.98,2.218,194.41,7.356,1899,32839.6,0,0
2,98.87,2.205,194.41,7.356,1899,32859.8,0,0
2,98.64,2.188,194.41,7.356,1899,32880.0,0,0
2,102.4,2.064,185.67,6.995,1924,32900.2,0,0
2,101.96,2.142,194.02,7.338,1949,32920.5,0,0
2,101.45,2.019,202.75,6.978,1924,32940.7,0,0
2,100.88,2.095,211.87,7.32,1949,32960.9,0,0
2,100.28,2.114,202.34,6.962,1924,32981.1,0,0
2,99.68,1.998,193.24,6.62,1899,33001.3,0,0
2,99.09,1.893,184.54,6.296,1924,33021.6,0,0
2,94.6,1.798,176.24,6.504,1949,33041.8,0,0
2,93.68,1.885,168.3,6.822,1974,33062.0,0,0
2,97.2,1.981,160.73,6.488,1949,33082.2,0,0
2,96.91,1.896,167.96,6.806,1974,33102.5,0,0
2,96.72,1.819,160.41,6.472,1949,33122.7,0,0
2,96.65,1.747,167.62,6.79,1974,33142.9,0,0
2,96.71,1.849,175.17,7.122,1970,33163.1,0,0
2,96.88,1.957,183.05,6.773,1995,33183.3,0,0
2,97.17,1.881,174.81,7.105,1970,33203.6,0,0
2,97.56,1.989,182.68,7.453,1995,33223.8,0,0
2,101.97,2.1,190.9,7.088,1970,33244.0,0,0
2,102.53,2.01,199.49,7.435,1945,33264.2,0,0
2,103.13,2.113,190.51,7.071,1920,33284.4,0,0
2,103.76,2.216,199.09,7.418,1945,33304.7,0,0
2,104.38,2.319,208.04,7.781,1920,33324.9,0,0
2,104.97,2.198,217.41,8.162,1895,33345.1,0,0
2,105.51,2.29,227.19,7.762,1870,33365.3,0,0
2,105.97,2.272,227.19,7.762,1870,33385.6,0,0
2,106.34,2.251,227.19,7.762,1870,33405.8,0,0
2,106.6,2.229,227.19,7.762,1870,33426.0,0,0
2,106.73,2.206,227.19,7.762,1870,33446.2,0,0
2,106.74,2.185,227.19,7.762,1870,33466.4,0,0
2,110.74,2.271,216.97,7.417,1895,33486.7,0,0
2,110.49,2.365,226.73,7.054,1870,33506.9,0,0
2,110.13,2.241,216.53,6.708,1845,33527.1,0,0
2,109.67,2.344,206.78,6.379,1870,33547.3,0,0
2,109.12,2.458,216.09,6.692,1895,33567.5,0,0
2,108.51,2.348,225.81,7.02,1920,33587.8,0,0
2,107.87,2.475,215.65,6.676,1945,33608.0,0,0
2,111.2,2.374,205.95,6.349,1920,33628.2,0,0
2,110.55,2.51,215.21,6.038,1945,33648.4,0,0
2,109.93,2.414,205.53,6.334,1920,33668.7,0,0
2,109.39,2.321,214.78,6.644,1895,33688.9,0,0
2,108.94,2.456,224.44,6.969,1870,33709.1,0,0
2,108.6,2.596,214.34,6.628,1895,33729.3,0,0
2,108.38,2.489,204.7,6.303,1920,33749.5,0,0
2,108.29,2.381,195.49,5.994,1895,33769.8,0,0
2,108.35,2.274,204.28,6.288,1870,33790.0,0,0
2,109.57,2.342,195.09,5.98,1895,33810.2,0,0
2,113.79,2.225,203.87,6.273,1870,33830.4,0,0
2,110.32,2.321,194.7,6.58,1845,33850.6,0,0
2,106.91,2.417,185.93,6.903,1870,33870.9,0,0
2,103.54,2.283,194.3,7.241,1845,33891.1,0,0
2,108.13,2.153,203.05,6.886,1820,33911.3,0,0
2,112.15,2.029,193.91,7.224,1795,33931.5,0,0
2,108.8,1.964,202.63,7.578,1820,33951.8,0,0
2,109.42,2.039,211.75,7.949,1795,33972.0,0,0
2,109.98,2.008,202.22,8.338,1770,33992.2,0,0
2,110.47,2.091,193.12,7.93,1745,34012.4,0,0
2,110.86,2.183,201.81,8.318,1720,34032.6,0,0
2,107.02,2.229,195.06,7.911,1695,34052.9,0,0
2,103.05,2.339,203.84,7.523,1720,34073.1,0,0
2,103.07,2.347,203.84,7.523,1720,34093.3,0,0
2,102.96,2.361,203.84,7.523,1720,34113.5,0,0
2,102.74,2.38,203.84,7.523,1720,34133.7,0,0
2,102.41,2.402,203.84,7.523,1720,34154.0,0,0
2,101.99,2.426,203.84,7.523,1720,34174.2,0,0
2,97.43,2.568,194.67,7.154,1695,34194.4,0,0
2,92.86,2.717,203.43,7.505,1720,34214.6,0,0
2,96.32,2.871,212.58,7.137,1745,34234.9,0,0
2,95.74,2.891,212.58,7.137,1745,34255.1,0,0
2,95.17,2.905,212.58,7.137,1745,34275.3,0,0
2,94.64,2.912,212.58,7.137,1745,34295.5,0,0
2,94.16,2.912,212.58,7.137,1745,34315.7,0,0
2,93.77,2.905,212.58,7.137,1745,34336.0,0,0
2,93.47,2.892,212.58,7.137,1745,34356.2,0,0
2,93.27,2.873,212.58,7.137,1745,34376.4,0,0
2,94.93,2.712,203.01,6.788,1720,34396.6,0,0
2,98.85,2.815,212.15,6.455,1745,34416.8,0,0
2,99.01,2.921,202.6,6.771,1720,34437.1,0,0
2,99.29,3.031,211.72,7.103,1745,34457.3,0,0
2,99.67,3.147,202.19,6.755,1770,34477.5,0,0
2,100.14,2.972,211.29,7.086,1795,34497.7,0,0
2,100.68,2.813,220.8,6.739,1770,34518.0,0,0
2,101.27,2.936,230.74,6.409,1745,34538.2,0,0
2,101.89,3.05,241.12,6.095,1720,34558.4,0,0
2,98.48,2.908,230.27,5.796,1745,34578.6,0,0
2,99.04,3.06,219.91,6.08,1770,34598.8,0,0
2,99.56,2.931,224.99,6.378,1795,34619.1,0,0
2,100.0,3.097,235.12,6.407,1820,34639.3,0,0
2,100.36,2.976,224.54,6.161,1795,34659.5,0,0
2,100.62,2.861,214.43,5.859,1770,34679.7,0,0
2,100.77,2.751,224.08,6.146,1755,34699.9,0,0
2,96.67,2.644,214.0,6.43,1780,34720.2,0,0
2,100.7,2.538,204.37,6.745,1786,34740.4,0,0
2,100.49,2.677,195.17,7.075,1811,34760.6,0,0
2,100.18,2.56,186.39,6.729,1836,34780.8,0,0
2,99.77,2.442,194.78,6.399,1811,34801.1,0,0
2,99.28,2.325,186.01,6.629,1786,34821.3,0,0
2,98.73,2.43,194.38,6.954,1761,34841.5,0,0
2,98.15,2.301,185.64,6.613,1786,34861.7,0,0
2,97.56,2.395,177.28,6.937,1761,34881.9,0,0
2,96.98,2.261,169.3,6.597,1736,34902.2,0,0
2,96.44,2.347,161.69,6.274,1744,34922.4,0,0
2,95.95,2.212,168.96,6.581,1769,34942.6,0,0
2,95.54,2.085,176.57,6.259,1794,34962.8,0,0
2,95.23,1.967,184.51,6.565,1819,34983.0,0,0
2,95.02,1.858,176.21,6.887,1804,35003.3,0,0
2,94.93,1.759,184.14,7.224,1796,35023.5,0,0
2,94.96,1.837,184.48,7.578,1771,35043.7,0,0
2,95.1,1.923,176.17,7.207,1796,35063.9,0,0
2,95.36,2.019,180.29,7.56,1821,35084.2,0,0
2,95.73,2.125,172.18,7.19,1796,35104.4,0,0
2,96.17,2.242,164.43,7.542,1821,35124.6,0,0
2,96.69,2.152,157.03,7.912,1846,35144.8,0,0
2,97.25,2.277,164.1,7.524,1821,35165.0,0,0
2,97.84,2.19,156.71,7.155,1796,35185.3,0,0
2,98.43,2.105,154.65,6.805,1821,35205.5,0,0
2,94.95,2.227,147.69,7.138,1846,35225.7,0,0
2,99.52,2.137,154.34,7.488,1821,35245.9,0,0
2,95.89,2.254,161.28,7.855,1846,35266.1,0,0
2,96.24,2.372,168.54,8.24,1871,35286.4,0,0
2,96.49,2.306,176.12,8.643,1846,35306.6,0,0
2,96.64,2.194,184.05,9.067,1821,35326.8,0,0
2,96.67,2.292,192.33,9.511,1796,35347.0,0,0
2,96.59,2.389,200.98,9.045,1821,35367.3,0,0
2,96.4,2.486,191.94,8.602,1846,35387.5,0,0
2,96.11,2.346,200.58,8.181,1871,35407.7,0,0
2,91.64,2.212,209.6,7.857,1896,35427.9,0,0
2,91.2,2.295,200.17,7.472,1895,35448.1,0,0
2,90.7,2.318,209.18,7.838,1870,35468.4,0,0
2,81.15,1.531,208.19,8.222,1895,35488.6,1,0
2,89.62,2.171,208.19,8.222,1895,35508.8,0,0
2,89.09,2.159,208.19,8.222,1895,35529.0,0,0
2,88.59,2.152,208.19,8.222,1895,35549.2,0,0
2,88.14,2.151,208.19,8.222,1895,35569.5,0,0
2,87.75,2.156,208.19,8.222,1895,35589.7,0,0
2,87.46,2.166,208.19,8.222,1895,35609.9,0,0
2,83.38,2.076,217.55,7.819,1920,35630.1,0,0
2,83.29,2.094,217.55,7.819,1920,35650.4,0,0
2,83.31,2.114,217.55,7.819,1920,35670.6,0,0
2,83.43,2.136,217.55,7.819,1920,35690.8,0,0
2,83.65,2.157,217.55,7.819,1920,35711.0,0,0
2,83.96,2.177,217.55,7.819,1920,35731.2,0,0
2,84.35,2.194,217.55,7.819,1920,35751.5,0,0
2,84.8,2.207,217.55,7.819,1920,35771.7,0,0
2,85.29,2.215,217.55,7.819,1920,35791.9,0,0
2,85.81,2.218,217.55,7.819,1920,35812.1,0,0
2,86.33,2.216,217.55,7.819,1920,35832.3,0,0
2,86.83,2.209,217.55,7.819,1920,35852.6,0,0
2,87.29,2.197,217.55,7.819,1920,35872.8,0,0
2,91.77,2.285,207.76,8.202,1895,35893.0,0,0
2,96.22,2.373,198.42,8.604,1920,35913.2,0,0
2,92.37,2.463,204.41,8.183,1895,35933.5,0,0
2,93.72,2.555,213.61,8.561,1870,35953.7,0,0
2,97.89,2.409,223.23,8.98,1845,35973.9,0,0
2,97.81,2.273,233.27,8.928,1870,35994.1,0,0
2,97.63,2.366,243.77,9.365,1845,36014.3,0,0
2,97.33,2.24,243.67,8.907,1870,36034.6,0,0
2,96.95,2.342,250.19,8.47,1895,36054.8,0,0
2,96.48,2.229,240.47,8.055,1870,36075.0,0,0
2,95.96,2.128,229.65,7.66,1895,36095.2,0,0
2,95.4,2.238,239.98,8.036,1870,36115.4,0,0
2,90.83,2.146,250.78,8.43,1895,36135.7,0,0
2,86.32,2.269,262.07,8.016,1870,36155.9,0,0
2,81.89,2.181,250.28,7.624,1845,36176.1,0,0
2,77.54,2.309,239.01,7.25,1820,36196.3,0,0
2,81.11,2.22,228.26,6.895,1795,36216.6,0,0
2,80.83,2.347,217.99,7.233,1820,36236.8,0,0
2,80.64,2.478,227.8,6.878,1845,36257.0,0,0
2,80.55,2.405,217.54,6.541,1870,36277.2,0,0
2,80.56,2.53,213.23,6.221,1895,36297.4,0,0
2,80.67,2.654,222.83,6.526,1870,36317.7,0,0
2,84.78,2.523,212.8,6.206,1845,36337.9,0,0
2,81.17,2.635,203.22,6.51,1870,36358.1,0,0
2,81.54,2.619,203.22,6.51,1870,36378.3,0,0
2,81.98,2.599,203.22,6.51,1870,36398.5,0,0
2,82.45,2.576,203.22,6.51,1870,36418.8,0,0
2,82.95,2.55,203.22,6.51,1870,36439.0,0,0
2,83.45,2.525,203.22,6.51,1870,36459.2,0,0
2,83.94,2.501,203.22,6.51,1870,36479.4,0,0
2,84.38,2.479,203.22,6.51,1870,36499.7,0,0
2,84.78,2.462,203.22,6.51,1870,36519.9,0,0
2,81.0,2.568,194.08,6.191,1895,36540.1,0,0
2,81.23,2.685,202.81,6.494,1920,36560.3,0,0
2,81.36,2.815,211.94,6.812,1895,36580.5,0,0
2,81.41,2.687,202.4,7.146,1920,36600.8,0,0
2,81.35,2.572,193.29,6.796,1945,36621.0,0,0
2,81.2,2.715,201.99,7.129,1934,36641.2,0,0
2,80.97,2.608,192.9,7.478,1959,36661.4,0,0
2,84.73,2.76,201.58,7.845,1934,36681.6,0,0
2,84.33,2.922,192.51,8.229,1909,36701.9,0,0
2,83.88,2.809,183.85,7.826,1934,36722.1,0,0
2,83.39,2.97,175.58,7.443,1959,36742.3,0,0
2,82.89,2.848,183.48,7.807,1984,36762.5,0,0
2,86.36,3.001,179.63,8.19,1959,36782.8,0,0
2,85.87,3.155,171.54,7.789,1934,36803.0,0,0
2,85.42,3.006,163.82,7.927,1909,36823.2,0,0
2,85.04,3.145,168.16,8.316,1895,36843.4,0,0
2,84.74,3.282,175.72,8.723,1920,36863.6,0,0
2,84.54,3.419,167.81,8.296,1945,36883.9,0,0
2,88.32,3.555,160.26,7.889,1920,36904.1,0,0
2,92.2,3.674,153.05,7.503,1945,36924.3,0,0
2,92.32,3.463,159.94,7.871,1920,36944.5,0,0
2,92.55,3.264,167.14,7.485,1895,36964.7,0,0
2,92.88,3.388,174.66,7.852,1870,36985.0,0,0
2,93.3,3.198,166.8,8.236,1845,37005.2,0,0
2,93.79,3.025,174.3,8.64,1870,37025.4,0,0
2,94.33,2.867,182.15,9.063,1895,37045.6,0,0
2,94.89,2.724,173.95,8.619,1920,37065.9,0,0
2,95.47,2.595,181.78,8.197,1945,37086.1,0,0
2,100.07,2.728,173.6,8.022,1920,37106.3,0,0
2,100.61,2.875,181.41,7.629,1895,37126.5,0,0
2,101.08,3.015,173.25,8.003,1920,37146.7,0,0
2,101.47,2.896,181.04,7.611,1945,37167.0,0,0
2,101.76,2.785,189.19,7.984,1970,37187.2,0,0
2,101.94,2.948,197.7,8.375,1995,37207.4,0,0
2,102.01,2.833,205.89,8.785,1970,37227.6,0,0
2,101.95,2.995,215.15,9.216,1945,37247.8,0,0
2,101.77,2.872,224.83,9.667,1970,37268.1,0,0
2,101.48,2.748,234.95,9.193,1945,37288.3,0,0
2,101.09,2.888,224.38,8.743,1970,37308.5,0,0
2,100.62,3.028,223.73,8.315,1995,37328.7,0,0
2,100.08,3.167,218.96,7.907,1970,37349.0,0,0
2,103.52,3.001,209.11,7.52,1995,37369.2,0,0
2,102.9,3.125,218.52,7.661,1970,37389.4,0,0
2,102.28,2.951,220.18,8.036,1995,37409.6,0,0
2,101.69,2.784,210.27,7.9,2020,37429.8,0,0
2,101.16,2.624,207.15,8.164,2045,37450.1,0,0
2,100.71,2.722,197.83,7.764,2070,37470.3,0,0
2,100.35,2.567,188.93,7.384,2045,37490.5,0,0
2,103.98,2.669,180.43,7.022,2020,37510.7,0,0
2,103.84,2.652,180.43,7.022,2020,37530.9,0,0
2,103.84,2.641,180.43,7.022,2020,37551.2,0,0
2,129.61,3.49,160.43,5.022,2020,37571.4,0,1
2,104.21,2.639,180.43,7.022,2020,37591.6,0,0
2,104.58,2.649,180.43,7.022,2020,37611.8,0,0
2,105.04,2.665,180.43,7.022,2020,37632.1,0,0
2,101.64,2.815,188.55,7.366,1995,37652.3,0,0
2,102.22,2.841,188.55,7.366,1995,37672.5,0,0
2,102.84,2.869,188.55,7.366,1995,37692.7,0,0
2,103.46,2.898,188.55,7.366,1995,37712.9,0,0
2,104.07,2.926,188.55,7.366,1995,37733.2,0,0
2,104.63,2.95,188.55,7.366,1995,37753.4,0,0
2,105.13,2.971,188.55,7.366,1995,37773.6,0,0
2,105.54,2.985,188.55,7.366,1995,37793.8,0,0
2,105.86,2.992,188.55,7.366,1995,37814.0,0,0
2,110.17,3.136,197.03,7.727,1998,37834.3,0,0
2,110.25,3.279,188.16,7.719,2023,37854.5,0,0
2,110.19,3.42,179.7,7.341,1998,37874.7,0,0
2,110.01,3.561,187.78,7.7,2023,37894.9,0,0
2,109.7,3.362,196.23,7.323,1998,37915.2,0,0
2,109.29,3.49,187.4,7.682,2023,37935.4,0,0
2,108.79,3.289,192.96,7.602,1998,37955.6,0,0
2,108.21,3.1,184.28,7.23,2023,37975.8,0,0
2,111.61,3.219,192.57,7.584,1998,37996.0,0,0
2,110.94,3.347,201.24,7.956,2023,38016.3,0,0
2,110.27,3.167,192.18,8.346,1998,38036.5,0,0
2,109.63,3.003,183.53,8.755,2021,38056.7,0,0
2,109.06,3.144,175.27,9.183,1996,38076.9,0,0
2,108.56,2.997,167.39,8.733,2021,38097.1,0,0
2,108.16,3.154,174.92,9.161,2037,38117.4,0,0
2,107.88,3.173,174.92,9.161,2037,38137.6,0,0
2,107.73,3.199,174.92,9.161,2037,38157.8,0,0
2,107.71,3.229,174.92,9.161,2037,38178.0,0,0
2,107.83,3.262,174.92,9.161,2037,38198.3,0,0
2,100.78,2.417,182.79,8.713,2012,38218.5,1,0
2,112.36,3.485,182.79,8.713,2012,38238.7,0,0
2,112.85,3.514,182.79,8.713,2012,38258.9,0,0
2,113.43,3.537,182.79,8.713,2012,38279.1,0,0
2,114.08,3.553,182.79,8.713,2012,38299.4,0,0
2,114.76,3.56,182.79,8.713,2012,38319.6,0,0
2,115.46,3.559,182.79,8.713,2012,38339.8,0,0
2,116.14,3.72,191.02,9.139,1987,38360.0,0,0
2,116.77,3.524,197.67,8.692,2011,38380.2,0,0
2,117.34,3.668,195.4,9.117,1986,38400.5,0,0
2,117.81,3.462,186.61,8.671,2011,38420.7,0,0
2,118.16,3.264,195.01,8.246,2035,38440.9,0,0
2,118.39,3.077,186.23,8.65,2060,38461.1,0,0
2,114.36,2.9,177.85,8.226,2085,38481.4,0,0
2,114.32,2.736,185.86,7.823,2060,38501.6,0,0
2,114.14,2.845,194.22,8.206,2035,38521.8,0,0
2,113.83,2.965,187.17,8.608,2010,38542.0,0,0
2,113.41,2.813,195.59,9.03,1985,38562.2,0,0
2,112.89,2.945,204.39,9.473,1960,38582.5,0,0
2,112.3,3.092,202.24,9.009,1966,38602.7,0,0
2,111.65,2.956,211.35,9.45,1941,38622.9,0,0
2,110.98,3.119,220.86,8.987,1916,38643.1,0,0
2,110.32,3.295,210.92,9.427,1891,38663.3,0,0
2,105.73,3.167,201.43,8.965,1916,38683.6,0,0
2,109.09,3.046,192.36,8.526,1941,38703.8,0,0
2,104.68,3.224,183.71,8.108,1966,38724.0,0,0
2,108.19,3.41,191.97,8.506,1991,38744.2,0,0
2,111.78,3.272,200.61,8.922,1966,38764.5,0,0
2,111.62,3.135,209.64,9.36,1941,38784.7,0,0
2,111.59,3.299,200.2,9.818,1916,38804.9,0,0
2,111.7,3.464,191.2,9.337,1941,38825.1,0,0
2,111.95,3.628,182.59,8.88,1966,38845.3,0,0
2,112.33,3.443,174.38,8.444,1991,38865.6,0,0
2,116.74,3.589,182.22,8.858,1966,38885.8,0,0
2,121.27,3.735,190.42,8.424,1941,38906.0,0,0
2,118.0,3.525,198.99,8.837,1966,38926.2,0,0
2,114.71,3.323,207.95,9.27,1941,38946.4,0,0
2,111.4,3.132,217.3,9.724,1916,38966.7,0,0
2,112.06,2.952,207.52,9.248,1891,38986.9,0,0
2,112.67,3.066,216.41,9.701,1916,39007.1,0,0
2,113.22,2.898,206.67,9.226,1891,39027.3,0,0
2,113.68,2.743,214.02,8.773,1916,39047.6,0,0
2,114.03,2.604,204.39,9.203,1891,39067.8,0,0
2,114.26,2.478,195.19,8.752,1916,39088.0,0,0
2,114.36,2.602,203.97,9.181,1897,39108.2,0,0
2,114.33,2.74,213.15,8.819,1922,39128.4,0,0
2,110.04,2.626,222.75,9.251,1939,39148.7,0,0
2,105.65,2.776,232.77,8.798,1939,39168.9,0,0
2,105.27,2.668,222.29,8.367,1964,39189.1,0,0
2,104.8,2.566,212.29,8.777,1989,39209.3,0,0
2,104.25,2.715,221.84,9.207,2014,39229.5,0,0
2,103.65,2.872,211.86,8.755,1989,39249.8,0,0
2,103.03,3.033,221.4,8.326,1964,39270.0,0,0
2,102.41,2.905,231.36,8.734,1955,39290.2,0,0
2,101.82,3.056,220.95,8.306,1980,39310.4,0,0
2,101.27,3.208,211.0,8.713,2005,39330.7,0,0
2,104.4,3.051,201.51,9.14,2030,39350.9,0,0
2,104.01,3.04,201.51,9.14,2030,39371.1,0,0
2,103.72,3.023,201.51,9.14,2030,39391.3,0,0
2,103.56,3.001,201.51,9.14,2030,39411.5,0,0
2,103.52,2.975,201.51,9.14,2030,39431.8,0,0
2,103.62,2.946,201.51,9.14,2030,39452.0,0,0
2,99.95,3.056,192.44,9.456,2055,39472.2,0,0
2,100.28,3.026,192.44,9.456,2055,39492.4,0,0
